Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
Psychology,Legal Secretary,3.8693062226014767,0,1,3,1,3,0,4,4,1,3,2,4,4,1,0,0,0
Psychology,Inorganic Chemist,3.84651380000932,8,2,1,1,9,1,3,4,1,3,1,3,0,1,0,0,0
Music,Biotechnologist,3.345941659998906,8,2,1,0,0,1,2,2,3,0,2,0,0,1,0,0,0
Law,Architectural Technologist,3.2964978001870566,7,1,0,0,1,0,0,4,1,3,2,4,3,1,0,0,0
Finance,Physician Assistant,3.5596884761895966,8,1,3,0,5,1,0,1,4,3,1,4,0,1,0,0,0
Biology,Financial Analyst,2.8253727302701828,8,1,1,1,5,1,3,3,3,3,1,0,1,1,0,0,0
Medicine,Human Resources Specialist,3.0168468072358703,3,0,2,0,0,1,4,1,4,3,4,4,1,1,0,0,0
Chemistry,Biologist,4.322227480817178,3,0,0,0,8,0,2,0,1,2,4,4,0,0,0,0,0
Marketing,Physical Chemist,4.033556700504597,6,2,2,1,9,0,3,3,3,1,0,0,2,0,0,0,0
Biology,Architect,3.861066913189536,2,2,4,0,1,0,3,1,3,1,4,3,0,0,0,0,0
Computer Science,Nurse,2.718556866477795,0,0,3,1,3,0,1,2,0,4,4,2,1,1,0,0,0
Business,Psychologist,2.871303433268613,5,0,0,1,3,0,1,1,2,1,3,2,1,0,0,0,0
Computer Science,Brand Manager,4.306337179954657,5,1,1,1,0,0,4,3,4,2,3,2,2,1,0,0,0
Psychology,Music Therapist,4.37317614342917,4,2,2,0,5,1,1,4,0,0,2,0,3,0,0,0,0
Engineering,Animator,2.8230654884352093,6,2,0,1,8,0,1,0,0,3,3,0,3,0,0,0,0
Law,Actuary,4.651102892377385,2,0,2,0,5,0,2,3,1,1,3,1,2,0,0,0,0
Physics,Physicist,4.689109142714154,3,2,0,0,2,1,0,0,1,1,3,1,0,1,0,0,0
Physics,Physician Assistant,4.186650399066633,2,2,1,1,2,0,0,2,2,4,3,4,1,0,0,0,0
Business,Physician Assistant,4.766849597934712,5,1,0,1,4,0,3,4,2,1,4,3,1,1,0,0,0
Computer Science,Inorganic Chemist,4.049797933586833,3,1,2,0,0,0,0,2,1,2,3,1,2,1,0,0,0
Chemistry,Clinical Psychologist,3.135909397000863,4,2,2,0,7,1,4,4,1,1,0,3,1,1,0,0,0
Biology,Aerospace Engineer,4.943530531242189,5,2,4,1,3,1,2,4,2,3,0,4,0,1,0,0,0
Marketing,Interior Designer,4.088235683274903,5,1,0,1,1,1,4,3,0,1,2,1,0,0,0,0,0
Medicine,Principal,3.5581140273732066,8,0,0,1,6,0,1,0,2,1,3,3,0,0,0,0,0
Chemistry,Chemical Engineer,2.808252279193703,1,1,2,1,7,1,0,2,0,1,4,1,0,0,0,0,0
Art,Chemist,2.712943160398153,9,2,1,0,6,0,0,1,4,4,2,4,0,0,0,0,0
Physics,Legal Analyst,3.2321983184262058,0,2,2,0,6,1,0,3,2,2,4,0,0,1,0,0,0
Medicine,Human Resources Specialist,3.517897530750993,8,0,0,0,4,0,3,3,2,3,3,3,2,1,0,0,0
Physics,Doctor,2.6624144260946494,6,2,4,1,2,0,3,4,4,1,3,0,2,1,0,0,0
Marketing,Legal Secretary,3.80968195563605,8,0,0,0,4,0,4,3,2,0,1,0,0,1,0,0,0
Physics,Social Media Manager,4.583758242764162,0,1,4,0,6,0,1,1,2,0,2,4,2,1,0,0,0
Music,Financial Controller,2.8796886398404764,8,1,3,0,2,1,3,1,2,2,0,0,1,0,0,0,0
Art,Clinical Psychologist,4.8411186035787495,5,2,1,1,1,0,4,2,2,3,2,2,3,0,0,0,0
Medicine,Counselor,3.800045051694316,9,0,2,0,3,1,0,4,2,4,2,2,3,0,0,0,0
Medicine,Nuclear Physicist,4.750815445759139,5,1,3,1,7,0,4,4,3,4,3,2,4,0,0,0,0
Medicine,Counselor,2.6618032185845744,1,0,1,0,4,1,4,3,0,2,4,1,2,0,0,0,0
Chemistry,Entrepreneur,2.662676390252148,9,2,3,0,4,1,4,1,3,4,0,4,1,1,0,0,0
Education,Principal,3.1445773239529062,3,0,1,1,8,0,0,0,1,0,2,2,1,1,0,0,0
Chemistry,Manager,4.531172061030071,4,1,4,1,4,0,3,0,1,4,4,2,1,1,0,0,0
Physics,Construction Manager,4.8622518682930185,1,2,1,1,5,1,0,1,0,0,1,4,0,1,0,0,0
Biology,Marketing Specialist,4.842914330032631,7,2,1,0,2,0,0,0,2,3,0,1,4,0,0,0,0
Law,Interior Designer,2.9841266178524712,4,1,0,1,4,1,0,4,1,3,1,3,4,1,0,0,0
Engineering,Construction Manager,4.572850872078353,5,0,4,1,2,1,2,1,1,4,3,1,3,0,0,0,0
Medicine,Marketing Manager,4.12644865422656,0,2,1,1,8,0,0,4,4,4,0,0,3,0,0,0,0
Law,Pharmacist,3.223101863978832,3,2,3,0,9,0,1,3,2,3,2,0,0,1,0,0,0
Art,Education Administrator,3.1431220887959403,0,1,1,1,6,0,2,3,4,4,0,3,3,1,0,0,0
Music,Interior Designer,4.9389613665231975,8,0,2,0,3,1,2,4,3,3,4,2,0,0,0,0,0
Law,Clinical Psychologist,2.5109795049928474,3,2,1,0,9,0,0,3,2,1,3,4,2,1,0,0,0
Psychology,Doctor,4.0403756355849465,3,1,0,0,5,0,1,4,2,0,0,0,0,0,0,0,0
Psychology,Education Administrator,4.581038963403907,8,0,1,0,5,0,0,3,4,0,3,3,0,1,0,0,0
Music,Inorganic Chemist,2.9227230960760884,7,1,0,0,1,1,3,1,0,3,3,1,4,0,0,0,0
Biology,Chemical Engineer,3.828375390598664,8,1,2,0,1,0,3,3,0,0,4,3,0,0,0,0,0
Marketing,Marketing Manager,2.939410596524798,9,2,0,1,2,0,0,2,4,1,0,0,3,0,0,0,0
Engineering,Landscape Architect,3.4532106714927333,8,2,1,0,0,0,4,1,4,1,1,3,3,1,0,0,0
Education,Musician,3.33026028104501,0,1,1,0,0,1,0,4,1,1,4,0,3,0,0,0,0
Medicine,Architectural Technologist,3.1432563556430457,7,1,4,1,1,0,4,2,2,4,2,3,0,0,0,0,0
Music,Teacher,4.672651361576454,1,2,3,1,4,1,1,1,3,1,0,3,4,0,0,0,0
Education,Chemist,4.48785418308666,4,1,4,1,5,0,4,3,1,2,1,2,4,0,0,0,0
Finance,Industrial-Organizational Psychologist,2.530400184466809,9,1,4,1,1,1,4,3,3,4,3,0,1,0,0,0,0
Education,Dentist,3.3892772094880668,5,2,3,0,2,1,4,1,3,2,4,2,0,0,0,0,0
Architecture,Actuary,3.0360111617067647,2,0,0,1,4,1,1,0,3,2,2,2,3,0,0,0,0
Marketing,Aerospace Engineer,2.56954780393383,2,2,3,0,2,0,1,3,0,3,1,3,2,1,0,0,0
Music,Marketing Specialist,2.839658286289489,1,0,0,1,4,0,4,0,0,2,4,4,3,1,0,0,0
Biology,Market Research Analyst,2.626020329769576,2,1,4,0,7,0,3,2,0,3,2,1,2,1,0,0,0
Psychology,AI Researcher,3.74775967805369,3,0,4,0,5,0,1,2,4,0,1,2,0,0,0,0,0
Medicine,AI Researcher,3.97655772520341,2,0,3,1,5,1,0,2,4,1,3,0,2,1,0,0,0
Biology,Graphic Designer,4.060912345758588,6,0,0,1,5,0,0,3,4,0,4,1,3,1,0,0,0
Medicine,Investment Banker,3.818525097911266,0,2,1,0,3,0,2,4,1,0,3,3,0,1,0,0,0
Marketing,Accountant,4.803985972920811,6,2,1,1,4,1,4,3,0,2,0,0,1,1,0,0,0
Computer Science,Aerospace Engineer,2.7903236880134403,2,1,3,0,8,1,0,1,3,3,1,2,3,1,0,0,0
Architecture,Special Education Teacher,2.638654141796821,7,0,0,0,0,1,4,4,0,2,4,0,1,1,0,0,0
Architecture,School Psychologist,3.8864361359450856,3,2,0,0,2,0,4,2,3,2,0,0,0,1,0,0,0
Music,AI Researcher,4.014771031920608,3,1,3,1,1,0,1,2,2,3,2,4,0,0,0,0,0
Psychology,Conductor,4.09098845763941,4,1,4,1,4,0,1,1,4,4,2,0,2,1,0,0,0
Law,Paralegal,4.235607433834202,2,2,4,1,5,1,4,3,3,3,2,4,1,0,0,0,0
Medicine,Doctor,3.635793911606589,5,0,2,0,3,0,1,2,1,3,1,1,4,0,0,0,0
Art,Legal Secretary,4.779288423117746,3,0,0,0,9,0,2,4,0,0,0,0,4,1,0,0,0
Law,Doctor,2.5849561305404163,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0
Chemistry,Digital Marketing Specialist,2.91042564945114,7,2,1,0,1,1,0,0,2,1,1,3,3,1,0,0,0
Physics,Education Administrator,3.477371050255698,7,0,2,1,0,0,3,4,4,4,0,1,4,1,0,0,0
Finance,Brand Manager,2.600116376385076,8,1,3,0,0,0,4,4,0,3,2,0,2,0,0,0,0
Law,Counselor,4.4721047310848485,5,2,2,1,3,0,1,1,4,4,0,3,4,0,0,0,0
Marketing,Psychologist,2.9374676468015606,6,0,4,0,9,1,0,3,3,2,3,3,3,1,0,0,0
Marketing,Curriculum Developer,4.201347457002729,2,0,2,0,0,0,0,4,0,2,3,2,2,1,0,0,0
Education,Aerospace Engineer,3.9717035506879945,2,1,2,1,6,1,3,1,4,2,2,0,1,1,0,0,0
Law,Music Teacher,4.670804684278981,4,2,3,0,0,0,2,1,0,2,3,0,0,0,0,0,0
Biology,Accountant,3.418297859085923,8,0,4,0,2,1,4,3,3,3,1,1,3,0,0,0,0
Medicine,Surgeon,3.0578199631808545,5,0,1,0,1,0,2,0,2,1,3,2,0,1,0,0,0
Psychology,Chemical Engineer,3.662947899767944,4,0,3,0,1,0,2,4,4,1,0,3,3,0,0,0,0
Psychology,Manager,4.872518471397738,5,2,0,0,8,1,3,1,4,4,1,4,0,0,0,0,0
Biology,Biomedical Engineer,4.690852572470332,6,1,1,1,1,1,1,2,0,3,1,0,4,1,0,0,0
Finance,Clinical Psychologist,4.26958508566941,1,1,4,1,1,1,2,0,4,1,4,0,0,1,0,0,0
Physics,Mechanical Engineer,2.5789322803613595,0,0,0,1,5,0,3,3,0,3,0,4,3,0,0,0,0
Psychology,Quantum Physicist,2.756898033556556,4,1,1,0,6,1,1,1,0,2,2,2,3,0,0,0,0
Biology,Architect,4.140348785585896,0,2,2,0,8,1,1,2,1,0,0,0,1,1,0,0,0
Music,Organic Chemist,3.660172560762738,0,1,2,1,7,1,4,2,3,4,0,0,1,0,0,0,0
Medicine,Nurse,4.425464503233561,8,2,0,1,8,0,4,3,3,0,4,2,2,1,0,0,0
Finance,Manager,4.68324854679364,7,2,2,0,0,1,3,1,4,1,0,0,2,1,0,0,0
Psychology,Conductor,3.598212589235391,6,2,0,1,0,0,1,0,1,2,3,1,1,0,0,0,0
Education,Web Developer,3.4987549922436463,0,1,4,0,3,1,3,3,4,1,0,3,4,0,0,0,0
Physics,Counselor,3.3447487145190222,5,1,2,0,7,1,0,4,4,4,1,4,2,1,0,0,0
Architecture,Advertising Manager,4.616532566658067,2,0,2,0,7,1,1,2,4,1,0,4,4,0,0,0,0
Education,Nurse,2.593167460584694,8,2,1,0,0,1,2,0,4,1,0,4,0,0,0,0,0
Art,Inorganic Chemist,2.871241435540828,4,0,1,1,0,1,2,0,0,1,2,3,3,0,0,0,0
Finance,Principal,4.464301170361594,2,2,2,1,1,0,1,0,0,3,3,4,2,0,0,0,0
Physics,Judge,4.816803983391161,1,2,3,0,1,1,2,2,0,3,0,4,1,1,0,0,0
Physics,Brand Manager,3.3002000947730585,7,0,0,0,2,0,1,4,3,4,4,4,4,0,0,0,0
Education,Biomedical Engineer,4.957343533703352,0,1,1,1,5,1,0,2,4,1,0,0,0,1,0,0,0
Engineering,Special Education Teacher,4.365414511289016,1,1,1,1,2,1,1,1,4,3,1,1,4,1,0,0,0
Music,Architectural Technologist,3.8038361922724073,9,1,1,1,8,0,4,3,2,0,0,0,2,1,0,0,0
Music,Fluid Mechanics Engineer,4.027502192003178,5,2,2,1,7,1,0,3,3,1,0,3,0,0,0,0,0
Marketing,Nuclear Physicist,4.513801950788883,1,0,2,1,2,0,2,1,2,4,0,1,4,0,0,0,0
Psychology,Sound Engineer,2.740900897113145,8,0,4,0,5,1,2,0,0,4,4,4,0,1,0,0,0
Finance,Market Research Analyst,2.842687724940971,7,1,3,1,5,1,1,0,4,0,2,0,0,0,0,0,0
Chemistry,Marketing Manager,4.921824776069605,1,0,4,1,9,1,0,4,2,2,4,0,3,1,0,0,0
Chemistry,Composer,3.839950242822825,9,0,2,1,1,0,2,2,4,2,3,1,4,1,0,0,0
Engineering,Art Director,2.890378627964299,5,2,1,0,0,1,0,2,2,1,3,1,2,1,0,0,0
Psychology,Physical Chemist,3.100139515503696,2,0,4,0,5,0,1,1,1,3,2,2,1,0,0,0,0
Law,Pharmacist,4.731014095973839,1,1,0,1,1,1,2,2,4,1,2,2,3,1,0,0,0
Marketing,Inorganic Chemist,3.886349861667633,0,2,3,0,2,0,1,2,0,0,1,1,2,1,0,0,0
Chemistry,Doctor,3.456400202142431,4,2,4,0,3,0,1,3,3,0,1,4,0,1,0,0,0
Music,Quantum Physicist,4.240342843160789,2,0,3,0,7,1,2,4,2,2,1,2,0,0,0,0,0
Business,Fluid Mechanics Engineer,3.087536686440691,9,2,3,1,2,0,2,2,1,4,3,1,0,1,0,0,0
Law,Accountant,3.8653807143555294,1,2,4,1,3,0,4,3,3,2,4,2,0,1,0,0,0
Marketing,Illustrator,3.976267154657036,5,0,1,0,6,0,2,4,3,4,2,1,4,1,0,0,0
Medicine,Special Education Teacher,2.755806963491179,8,0,0,1,0,0,1,3,2,2,2,1,4,0,0,0,0
Marketing,Legal Consultant,2.7521862357955653,4,0,4,0,4,1,2,1,4,4,0,0,3,0,0,0,0
Computer Science,Physician Assistant,3.220644832251341,7,1,2,1,5,1,4,0,2,2,4,1,0,0,0,0,0
Computer Science,Physicist,2.714923494220713,0,2,3,0,0,0,3,2,4,3,0,2,0,1,0,0,0
Medicine,Architectural Technologist,2.7155459533373287,1,0,2,0,3,1,2,3,4,0,1,2,3,1,0,0,0
Computer Science,Game Developer,4.51816113541175,7,2,2,0,3,1,0,0,1,3,3,0,4,1,0,0,0
Chemistry,Landscape Architect,2.813932014214184,4,1,2,0,2,1,2,3,1,4,0,0,4,1,0,0,0
Business,Microbiologist,2.904603407347337,1,1,2,1,4,1,0,3,2,0,2,0,4,0,0,0,0
Law,Interior Designer,3.793846320888042,7,1,2,1,0,1,3,2,3,4,0,3,1,1,0,0,0
Law,Zoologist,3.3134449548884835,4,0,2,0,9,1,4,4,4,0,3,0,0,1,0,0,0
Chemistry,Psychologist,4.62014144927786,6,1,1,0,1,1,0,2,2,1,1,0,4,0,0,0,0
Education,Investment Banker,4.333267369787044,6,2,1,1,6,0,4,0,1,0,1,0,4,1,0,0,0
Art,Aerospace Engineer,4.471123447825455,4,1,1,0,8,0,1,3,2,2,3,2,1,1,0,0,0
Finance,Physicist,2.9858862750354547,7,1,4,1,0,0,1,0,1,3,4,4,0,1,0,0,0
Law,Astronomer,3.5800121981773376,0,2,1,0,8,1,2,2,2,2,4,4,2,1,0,0,0
Medicine,Biochemist,3.3013151380854486,5,2,1,0,3,0,2,3,0,1,3,2,3,0,0,0,0
Finance,Judge,4.506321042403485,8,1,2,1,8,1,0,3,3,2,0,1,0,1,0,0,0
Engineering,Legal Consultant,2.8036861647293043,7,2,1,1,0,0,1,4,0,3,1,2,4,1,0,0,0
Architecture,Biomedical Engineer,4.850591729497563,9,0,3,1,3,1,0,3,0,1,0,3,1,0,0,0,0
Marketing,Special Education Teacher,3.1007709753591968,8,2,4,1,2,1,0,1,4,2,0,4,4,0,0,0,0
Marketing,Biomedical Engineer,4.747360550692697,7,1,0,0,6,1,0,4,3,2,0,3,0,1,0,0,0
Psychology,Biomedical Engineer,4.505719224563499,2,0,0,0,7,0,2,3,0,3,0,4,0,0,0,0,0
Education,Credit Analyst,4.8927248759582405,0,1,4,0,8,0,1,4,0,0,2,1,4,0,0,0,0
Biology,Marketing Manager,4.782691512416964,1,2,2,0,3,1,2,3,1,3,2,4,4,0,0,0,0
Finance,Analytical Chemist,3.878201660816744,6,0,0,0,3,0,2,4,1,4,4,3,1,1,0,0,0
Psychology,Physical Chemist,4.0841392238152645,6,2,0,1,7,1,2,4,1,3,1,4,0,0,0,0,0
Psychology,Psychologist,2.947239037616728,9,0,4,0,5,0,3,3,4,1,0,2,3,0,0,0,0
Finance,Lawyer,3.013492517905266,2,1,0,1,1,1,4,3,0,2,4,0,1,1,0,0,0
Music,Risk Analyst,4.653817248684606,6,2,1,1,7,0,3,3,3,1,4,4,2,0,0,0,0
Finance,Quantum Physicist,2.9075444956174907,0,0,3,0,8,0,1,2,3,3,3,2,2,0,0,0,0
Biology,Physical Chemist,3.6596433365777328,5,2,3,1,5,1,0,0,1,1,0,2,1,1,0,0,0
Business,Civil Engineer,3.730852082583001,5,1,3,0,3,1,1,0,1,4,4,2,3,0,0,0,0
Art,Dentist,3.605520710607247,1,1,4,1,2,1,4,0,4,0,0,4,0,1,0,0,0
Art,Social Media Manager,4.823797857484889,4,1,3,1,7,1,0,4,2,3,2,3,2,0,0,0,0
Medicine,Biologist,2.599927194054961,3,1,4,1,9,0,1,2,2,1,0,0,3,0,0,0,0
Physics,Nuclear Physicist,3.6366378711725584,1,1,0,0,7,0,0,2,0,2,1,1,1,0,0,0,0
Psychology,Music Therapist,4.48725661503091,5,0,0,1,1,0,0,2,3,1,2,0,4,0,0,0,0
Computer Science,Graphic Designer,3.659730304255536,4,0,1,1,3,0,1,1,1,0,3,1,2,1,0,0,0
Finance,Illustrator,2.8048912350028425,9,2,1,0,4,0,4,3,1,2,0,4,4,0,0,0,0
Computer Science,Composer,4.065741282367567,9,1,3,1,4,0,2,2,0,1,0,1,4,0,0,0,0
Finance,Brand Manager,4.830591006781066,0,1,3,1,4,0,1,2,4,3,4,3,1,1,0,0,0
Music,Biomedical Engineer,3.820843399701008,7,0,0,0,3,0,3,4,2,0,4,1,1,1,0,0,0
Law,Geneticist,2.863678271443142,0,1,4,0,5,0,2,1,4,0,4,4,4,0,0,0,0
Physics,Art Director,4.919814954909816,0,1,2,0,0,0,2,0,2,2,2,1,3,0,0,0,0
Medicine,Mechanical Engineer,3.415085264317863,3,0,2,1,1,0,3,2,1,2,0,4,4,1,0,0,0
Biology,Illustrator,4.128306164812591,8,0,4,0,4,0,4,1,4,1,2,2,2,0,0,0,0
Music,Biologist,2.828562091139589,4,0,4,0,7,1,2,2,4,0,3,3,3,1,0,0,0
Finance,Astronomer,3.1047177059122566,9,2,1,1,8,0,2,0,2,4,0,2,1,0,0,0,0
Medicine,School Counselor,3.185250281716952,7,2,1,0,8,1,1,0,3,1,1,1,4,1,0,0,0
Psychology,Mechanical Engineer,4.624645909235166,8,1,1,0,5,1,1,1,3,4,1,3,1,0,0,0,0
Chemistry,Chemist,2.564076399722838,9,0,1,1,8,1,1,0,2,0,4,2,3,0,0,0,0
Biology,Composer,3.6850128614065567,9,1,1,1,5,1,2,0,0,3,1,0,0,1,0,0,0
Physics,Biotechnologist,2.850631784029195,1,2,3,0,2,1,4,2,2,3,4,3,3,0,0,0,0
Medicine,Legal Consultant,4.876722256427276,9,0,3,0,4,0,3,1,0,0,4,4,0,1,0,0,0
Finance,Physical Chemist,4.666020681373089,4,0,1,0,4,1,1,0,4,3,1,2,2,0,0,0,0
Finance,Organic Chemist,3.290702081205048,0,2,3,1,0,0,4,0,1,0,0,1,4,1,0,0,0
Chemistry,Physician Assistant,4.8964656905248605,8,0,4,1,9,0,3,4,0,0,2,1,4,0,0,0,0
Music,Zoologist,4.740422605405439,5,2,2,0,9,1,1,2,2,4,2,1,0,0,0,0,0
Computer Science,Musician,4.651142993164735,8,1,3,0,8,1,2,1,3,2,3,1,3,0,0,0,0
Business,Clinical Psychologist,3.1461554560703817,7,1,3,0,3,1,4,3,2,4,0,3,1,1,0,0,0
Medicine,Market Research Analyst,2.708838647989939,0,0,4,0,4,0,2,4,1,0,1,3,3,1,0,0,0
Marketing,School Counselor,4.123430087088962,0,1,1,1,8,0,1,0,1,1,1,4,2,1,0,0,0
Marketing,Financial Advisor,2.657779365565327,9,1,2,1,8,0,0,0,1,4,0,0,3,0,0,0,0
Biology,Nurse,3.308289575221525,5,0,2,1,9,1,2,1,3,1,3,3,2,1,0,0,0
Psychology,Accountant,3.9164313961750783,7,2,0,0,3,0,3,3,1,1,1,0,2,1,0,0,0
Finance,Mechanical Engineer,2.8949425796279638,3,0,4,0,0,0,4,1,2,1,0,2,0,0,0,0,0
Business,Construction Manager,4.1933387892025245,0,0,3,1,0,0,3,3,0,4,1,3,4,1,0,0,0
Art,Surgeon,3.2862775906167863,4,1,4,0,0,1,3,1,4,2,3,0,1,0,0,0,0
Engineering,Social Media Manager,4.405176245950773,9,0,4,0,7,1,3,0,4,3,1,1,1,0,0,0,0
Computer Science,Teacher,2.899358974507063,0,1,0,0,9,0,0,2,3,3,3,4,4,1,0,0,0
Medicine,Art Director,3.470550207435597,1,0,4,1,0,0,3,1,3,4,3,4,3,0,0,0,0
Architecture,Zoologist,4.429713944259856,3,1,1,0,6,1,1,3,3,4,2,2,3,1,0,0,0
Computer Science,Legal Secretary,2.692136751019407,5,2,1,0,1,0,1,2,2,4,2,3,4,1,0,0,0
Engineering,Mechanical Engineer,3.366024482311816,6,2,2,0,7,1,2,3,0,4,1,0,1,1,0,0,0
Psychology,Paralegal,4.046262076337831,0,2,3,0,3,0,0,3,4,2,2,4,1,0,0,0,0
Business,Curriculum Developer,2.640475599603884,3,0,2,1,1,0,2,4,4,2,0,0,2,0,0,0,0
Biology,Legal Secretary,4.378570310775405,5,2,2,0,3,1,4,3,1,4,2,4,4,0,0,0,0
Chemistry,Biologist,4.405886302888042,1,2,1,1,2,0,4,2,1,2,2,0,0,0,0,0,0
Psychology,Musician,3.633936492963229,7,2,0,1,9,0,3,1,1,3,3,0,0,0,0,0,0
Engineering,Illustrator,4.207062070197479,6,2,0,0,2,0,4,4,1,2,1,2,2,0,0,0,0
Art,Microbiologist,3.873605699725135,6,2,1,0,0,0,4,2,2,0,1,4,1,0,0,0,0
Psychology,Marketing Manager,3.4882144501139924,0,1,1,0,5,0,2,3,1,0,0,3,1,1,0,0,0
Computer Science,Education Administrator,4.729115670520532,0,0,3,0,6,0,4,2,4,1,1,0,3,1,0,0,0
Education,Financial Controller,2.6685891521167298,0,2,2,1,0,0,4,4,0,1,2,1,1,0,0,0,0
Business,Fluid Mechanics Engineer,2.860216854366495,9,2,3,0,1,1,4,0,2,2,0,0,3,1,0,0,0
Marketing,Illustrator,4.853102128581741,2,0,0,0,9,0,1,2,4,3,2,1,0,1,0,0,0
Physics,Counselor,2.5429638416105376,3,1,1,1,0,1,0,2,2,4,4,0,3,0,0,0,0
Physics,Marketing Specialist,2.7546832736903677,5,2,1,1,1,1,2,2,1,0,4,4,3,0,0,0,0
Law,Marketing Specialist,4.533265571223811,3,0,3,0,8,1,0,2,0,1,2,3,1,0,0,0,0
Law,Biochemist,4.461172848160005,6,2,1,0,1,0,4,0,3,1,2,4,4,0,0,0,0
Medicine,Web Developer,4.607625760086498,0,1,3,1,7,1,2,1,4,1,2,4,0,0,0,0,0
Biology,Conductor,3.139241515607809,9,1,3,0,0,0,3,4,2,2,2,1,2,0,0,0,0
Marketing,Financial Advisor,4.913047297654204,3,2,0,0,0,0,1,1,2,3,3,2,2,0,0,0,0
Biology,Ecologist,3.199086588840861,9,0,3,1,8,1,0,0,3,2,3,2,2,1,0,0,0
Architecture,Legal Analyst,4.443832054685701,8,2,4,1,3,0,2,3,3,2,0,4,0,0,0,0,0
Law,Graphic Designer,3.716329454308753,0,1,4,0,7,0,4,3,4,3,3,4,1,0,0,0,0
Biology,Aerospace Engineer,3.8642255873965263,8,2,2,1,6,1,0,1,1,2,0,2,2,0,0,0,0
Education,Legal Consultant,2.522991840284248,8,1,2,1,9,1,3,0,2,1,3,0,1,1,0,0,0
Finance,Clinical Psychologist,4.058247951335221,2,2,4,1,4,1,3,1,2,2,2,0,0,0,0,0,0
Chemistry,Curriculum Developer,4.612272780700713,2,2,3,1,6,0,0,0,0,2,3,3,0,1,0,0,0
Biology,Physicist,3.6840560487064025,5,1,4,1,9,1,1,2,2,3,1,0,1,1,0,0,0
Architecture,Zoologist,3.988254578657074,9,0,1,1,9,0,1,4,3,1,0,0,3,1,0,0,0
Finance,Sound Engineer,2.9029453632665687,7,0,4,1,7,0,3,2,2,1,0,4,0,0,0,0,0
Architecture,Artist,4.968284967131201,9,0,3,0,2,1,3,1,2,4,1,1,2,0,0,0,0
Medicine,Nuclear Physicist,4.141365294567283,0,1,0,0,6,0,4,3,4,0,4,4,2,1,0,0,0
Art,Software Developer,2.70453425467304,6,1,0,0,8,1,3,1,1,4,1,1,4,1,0,0,0
Law,Psychologist,3.563844870213725,1,1,4,0,4,1,1,1,0,3,4,1,3,1,0,0,0
Chemistry,Paralegal,3.0404689630752237,1,1,1,0,5,0,1,1,2,2,2,3,1,1,0,0,0
Psychology,Biotechnologist,4.5077066866698345,5,2,2,0,9,1,0,1,0,0,0,3,3,1,0,0,0
Psychology,Animator,4.3202108871144365,1,0,3,0,6,1,1,2,1,4,0,0,0,1,0,0,0
Biology,Principal,2.6234703627729474,0,1,3,1,6,1,1,0,2,4,2,3,2,1,0,0,0
Business,Surgeon,2.613645821777072,0,2,1,0,9,0,1,2,1,4,3,4,3,1,0,0,0
Business,Musician,3.76044108361455,4,2,1,1,3,1,1,0,1,3,4,2,1,0,0,0,0
Architecture,Manager,3.029504629429524,3,0,2,1,3,0,0,0,1,3,3,4,4,1,0,0,0
Marketing,Quantum Physicist,4.7105230428028175,7,1,3,0,1,0,0,4,3,0,0,4,1,1,0,0,0
Music,Microbiologist,2.8556163965329464,7,2,1,1,6,0,1,2,1,4,4,2,0,0,0,0,0
Engineering,Doctor,4.7591638648388415,1,1,3,1,9,1,2,2,3,3,1,2,2,1,0,0,0
Law,Social Media Manager,3.795747456216404,6,0,1,0,1,0,3,0,2,4,2,3,1,0,0,0,0
Chemistry,Quantum Physicist,3.1160327913278376,1,2,0,0,2,1,0,2,4,2,0,0,0,1,0,0,0
Education,Electrical Engineer,4.402992204374994,4,2,2,1,3,0,2,2,3,2,3,4,1,0,0,0,0
Physics,Aerospace Engineer,4.7892595046375135,3,1,0,0,6,0,2,0,0,2,0,3,0,0,0,0,0
Education,Conductor,4.330707068133036,2,2,3,0,9,1,2,2,4,0,2,2,2,1,0,0,0
Architecture,Teacher,3.242772101330041,9,2,0,0,1,0,3,1,3,0,1,1,4,1,0,0,0
Business,Geneticist,4.33055524235508,6,1,1,1,1,1,2,2,4,3,4,1,4,1,0,0,0
Physics,Principal,3.736026782037807,7,1,4,1,3,0,1,0,1,1,4,2,4,0,0,0,0
Business,Organic Chemist,2.907738053221077,3,0,3,0,4,0,2,1,0,2,0,0,0,1,0,0,0
Chemistry,Analytical Chemist,4.046778004666745,3,0,3,0,9,1,2,1,2,4,4,3,2,0,0,0,0
Law,Marketing Manager,3.4160535443044204,4,1,4,0,8,1,3,3,3,1,0,0,2,1,0,0,0
Art,Chemist,4.52052612886636,3,0,2,0,1,0,3,2,2,4,1,3,2,1,0,0,0
Finance,Interior Designer,3.777934688672143,4,2,1,1,3,0,1,2,1,0,1,3,3,1,0,0,0
Finance,Quantum Physicist,2.88434064582131,8,1,3,1,0,0,1,2,2,4,3,1,1,0,0,0,0
Business,Mechanical Engineer,2.532361680062106,1,2,3,0,2,0,1,0,4,4,1,0,2,1,0,0,0
